الرقم الخاص,الرقم العام,توصيف المجال العلمى,كود المقرر,رؤوس الموضوعات,المقرر  الذى يدعمه الوعاء,عنوان الوعاء,اسم المؤلف,مؤلفين مشاركين,الناشر,مكان النشر,تاريخ النشر,رقم الطبعة,الترقيم الدولى ,اللغة,القسم,نوع
711/N.E.R,139,تخطيط عمرانى,ARCH 219,Theory of Architecture,إسكان,Reader . Evaluation of concepts and projects . 11,Monroy,لا يوجد,NET WORK,Netherlands,2010,ط.2010,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
711/N.E.R,140,تخطيط عمرانى,ARCH 390,Internship in Architecture,إسكان,Reader . Third World Support Projects .12,Monroy,لا يوجد,NET WORK,Netherlands,2010,ط.2010,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
711/T.F.M,141,تخطيط عمرانى,ARCH 315,Modern & Contemporary Foundations of Art & Architects,إنشاءات/إنشاء مدن/,Making People-Friendly Towns,Francis Tibbalds,لا يوجد,Spon Press,London And New york,2001,ط.1,978-041-523-759-8,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
711/ت.س.أ,142,تخطيط عمرانى,ARCH 315,Modern & Contemporary Foundations of Art & Architects,إسكان,أبحاث مختارة من الأعمال المنشورة عن الإسكان والعمراني//      Notes on Housing& Physing Planning,سيد محمد التوني,نسمات عبدا القادر,العربي للنشر والتوزيع,القاهرة,1991,ط2,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
711/ش.ع.إ,143,تخطيط عمرانى,ARCH 315,Modern & Contemporary Foundations of Art & Architects,إسكان,الإرتقاء بالعمران - الترم الأول : السنة الخامسة,عمر الشافعي,محمد خيري,معهد العبور العالي للهندسة والكنولوجيا,العبور,لا يوجد,لا يوجد,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
711/H.H.E,144,تخطيط عمرانى,ARCH 407,Urban Design & Landscape,تنمية عمرانية/تنمية مدنية/المجتمع المدنى - تنمية,Egypt’s Social Contract: The Role of Civil Society: Egypt Human Development Report 2008,Heba Handoussa,أكثر من 3 مؤلفين,United Nations Development Programme and The Institue of National Planning,Egypt,2008,ط.2008,9775023106,لغة انجليزية,الهندسة المعمارية والتصميم,ورقي
711/م.أ.و,145,تخطيط عمرانى/تنمية عمرانية/الافتتاحات الكبري,ARCH 320,(3) Building Construction III,إسكان,وزارة الاسكان المرافق والتنمية العمرانية,احمد المغربي,لا يوجد,وزارة الاسكان المرافق والتنمية العمرانية,القاهرة,2006-2007,ط.2007,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
741/H.L.D,146,تدريب بصرى ( المنظور في الرسم ),ARCH 201,Architecture Drawing,"الرسم/الفن المعاصر/كتالوجات المعارض/كورين، جون، 1962-/التصميم/تصميم القرن العشرين للمعارض/تصميم القرن الحادي والعشرين للمعارض/رسومات معارض القرن العشرين/رسومات معارض القرن الحادي والعشرين/رسومات معارض/متحف الفن الحديث (نيويورك، نيويورك)/متحف الفن الحديث (نيويورك، نيويورك) المعارض/نوبل، بول، 1963-/أوفيلي، كريس، 1968-/بيتون، إليزابيث، 1965-/ريتشي، ماثيو، 1964-/سيكندر، شاهزيا، 1969-/تيكينينجن/ثورب، ديفيد، 1972-/رايت، ريتشارد، 1960-/كتالوجات المعارض",Drawing now - eight propositions,Laura hoptman,لا يوجد,The Museum of Modern Art,New York,2002,ط.2002,0-87070-362-5,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
741/L.J.T,147,تدريب بصرى ( المنظور في الرسم ),ARCH 210,Fundamentals of Design & Color & Painting,الزخرفة والحلي أشكال الحيوانات/الزخرفة والحلي أشكال النباتات/الزخرفة والحلي زخارف حيوانية/الزخرفة والحلي زخارف نباتية/التاريخ/المجوهرات/المجوهرات تاريخ الولايات المتحدة القرن العشرين/تيفاني آند كومباني/الولايات المتحدة/أنماط الأزهار,Tiffany flora & fauna,John Loring,لا يوجد,Harry N. Abrams,New York,2003,ط.2003,9780810945739/ 0810945738,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
741/أ.ع.ر,148,تدريب بصرى ( المنظور في الرسم ),ARCH 210,Fundamentals of Design & Color & Painting,الرسم,الرسم الفني,م. عز الدين مصطفى أحمد,مراجعة: م. فؤاد يوسف فوزي,الهيئة العامة لشئون المطابع الأميرية,القاهرة,2004-2005,ط.2005,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
741/ص.ن.ر,149,تدريب بصرى ( المنظور في الرسم ),ARCH 304,Theory of Architecture II,الرسم/الهندسة - الرسم/,الرسم الهندسى .الجزء الثانى,نزيه ابو صالح,غالب جرموكلي- نيل مقدس,دار الطباعة الحديثة,القاهرة,2005,ط.2005,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
741/ص.ن.ر,150,تدريب بصرى ( المنظور في الرسم ),ARCH 304,Theory of Architecture II,الرسم/الهندسة - الرسم/,الرسم الهندسى . الجزء الأول,نزيه ابو صالح,غالب جرموكلي- نيل مقدس,دار الطباعة الحديثة,القاهرة,2005,ط.2005,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ ع م.أ,151,تدريب بصرى ( المنظور في الرسم ),ARCH 211,Visual Training,الرسم المنظور/ الرسم الهندسي /الرسم الطرق الفنية,الإظهار المعمارى,محمد عبدالله,لا يوجد,مكتبة الأنجلو المصرية,القاهرة,2013,ط.2013,9770511145,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ ع م.أ,152,تدريب بصرى ( المنظور في الرسم ),ARCH 211,Visual Training,الرسم المنظور/ الرسم الهندسي /الرسم الطرق الفنية,الإظهار المعمارى,محمد عبدالله,لا يوجد,مكتبة الأنجلو المصرية,القاهرة,2013,ط.2013,9770511145,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/A.H.C,153,تدريب بصرى ( المنظور في الرسم ),ARCH 211,Visual Training,فنون الجرافيك/رموز الألوان/رموز الألوان/اللون في الإعلانات/اللون في التصميم/التصميم الجرافيكي (الطباعة)/رمزية الألوان,Colour / n. the sensation produced by rays of light of different wavelengths. a particular variety of this,Gavin Ambrose,Paul Harris, AVA/ [Thames & Hudson. distributor]. Lausanne,[London],2005,ط.1,9.78E+12,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
742/A.R.S,154,تدريب بصرى ( المنظور في الرسم ),ARCH 403,Architectural Design IV,الرسم على الزجاج (صناعة الصور)/الرسم على الزجاج والتلوين/,Stained Glass for Amateurs,Ruth Case Almy,لا يوجد,Harper & Brothers,New York,1953,ط1,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
742/D.D.P,155,تدريب بصرى ( المنظور في الرسم ),ARCH 401,Interior Design,التواصل البصري/الإدراك البصري/التكوين (الترتيب الفني)/الفنون الجميلة (التخصص)/الإدراك البصري/الأعمال الفنية/الفن/تقنية الفن/التكوين (الفن),A Primer of Visual Literacy,Donis A. Dondis,لا يوجد,MIT Press. Cambridge. Mass.,London,يونيو1981,ط.1,9780262540292/ 0262540290,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
742/T.J.L,156,تدريب بصرى ( المنظور في الرسم ),ARCH 201,Architecture Drawing,تقدير الفن/الفن/الفن - تعلم/الفن - أدلة,Learning to Look : A Handbook for the visual Arts,Joshua C.Taylor,لا يوجد, University of Chicago Press,Chicago/London,1981,ط2,0-226-79154-8,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,157,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,158,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,159,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,160,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,161,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,162,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,163,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,164,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,165,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,166,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,167,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,168,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,169,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,170,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,171,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ا.س.ف,172,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,المنظور والاظهار المعمارى/الرسم الهندسي/الرسم المعماري/الرسم المنظور,فن المنظور والاظهار المعمارى,سوسن اسكانيان,ربيع الحرستانى,دار قابس للطباعة والنشر والتوزيع,بيروت,1985,ط.2 مزيدة ومنقحة,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ش.ز.ظ,173,تدريب بصرى ( المنظور في الرسم ),ARCH 305,Shade. Shadow & Perspective II,الظل والظلال/الرسم الهندسى/التصميم المعمارى/اسلوب الاظهار/قوانين عملية,الظل والظلال : أسلوب الإظهار بقوانين علمية,زكية حسن شافعى,لا يوجد,كلية الهندسة,جامعة القاهرة,1997,ط.1997,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ش.ز.ظ,174,تدريب بصرى ( المنظور في الرسم ),ARCH 305,Shade. Shadow & Perspective II,الظل والظلال/الرسم الهندسى/التصميم المعمارى/اسلوب الاظهار/قوانين عملية,الظل والظلال : أسلوب الإظهار بقوانين علمية,زكية حسن شافعى,لا يوجد,كلية الهندسة,جامعة القاهرة,1997,ط.1997,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ش.ز.ظ,175,تدريب بصرى ( المنظور في الرسم ),ARCH 305,Shade. Shadow & Perspective II,الظل والظلال/الرسم الهندسى/التصميم المعمارى/اسلوب الاظهار/قوانين عملية,الظل والظلال : أسلوب الإظهار بقوانين علمية,زكية حسن شافعى,لا يوجد,كلية الهندسة,جامعة القاهرة,1997,ط.1997,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ش.ز.م,176,تدريب بصرى ( المنظور في الرسم ),ARCH 305,Shade. Shadow & Perspective II,المنظور/الهندسة المعمارية/عمارة,المنظور الهندسى,ا.د ذكية حسن شافعي,د. محمد مؤمن عفيفي,كلية الهندسة/جامعة القاهرة ,محفظة الجيزة,1997,ط 1997,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ش.ز.م,177,تدريب بصرى ( المنظور في الرسم ),ARCH 305,Shade. Shadow & Perspective II,المنظور فى الرسم/الهندسة المعمارية/عمارة,المنظور الهندسى,ا.د ذكية حسن شافعي,د. محمد مؤمن عفيفي,كلية الهندسة/جامعة القاهرة ,محفظة الجيزة,1997,ط 1997,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ن.ع.ظ,178,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,الظل والظلال/الرسم الهندسى/التصميم المعمارى/اسلوب الاظهار/قوانين عملية,الظلال والظل المنظور,عبدالرحمن محمد نصار,لا يوجد,دار تكنوبرنت للطباعة,القاهرة,2005م/1425هـ,ط.2005,9960-46-967-0,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ن.ع.ظ,179,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,االظل والظلال/الرسم الهندسى/التصميم المعمارى/اسلوب الاظهار/قوانين عملية,الظلال والظل المنظور,عبدالرحمن محمد نصار,لا يوجد,دار تكنوبرنت للطباعة,القاهرة,2005م/1425هـ,ط.2005,9960-46-967-0,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/ن.ع.ظ,180,تدريب بصرى ( المنظور في الرسم ),ARCH 220,(1) Shade. Shadow & Perspective I,الظل والظلال/الرسم الهندسى/التصميم المعمارى/اسلوب الاظهار/قوانين عملية,الظلال والظل المنظور,عبدالرحمن محمد نصار,لا يوجد,دار تكنوبرنت للطباعة,القاهرة,2005م/1425هـ,ط.2005,9960-46-967-0,لغة عربية,الهندسة المعمارية والتصميم,ورقي
742/هـ.ر.ت,181,تدريب بصرى ( المنظور في الرسم ),ARCH 345,(1) Working Drawings I,الرسم - مفهوم/التصوير - مفهوم/التصوير الزيتى وتطوره/,تقنيات التصوير الزيتى ومدارسه الفنية,رحاب فتحى همام,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
743/G.M.G,182,تدريب بصرى ( المنظور في الرسم ),ARCH 320,(3) Building Construction III,المعالجة - التقنيات الرقمية/الطباعة - معالجة البيانات/الفنون الرسومية/النشر المكتبي/التصميم الجرافيكي (الطباعة)/تقنيات معالجة الصور الرقمية/التصوير الرقمي,Getting in right in Print : Digital pre-press for graphic designers,Mark Gatter,لا يوجد,Laurence King Publishing,Singapore,2004,ط.2004,9.78E+12,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
711.4/I.K.C,183,تصميم حضرى,ARCH 315,Modern & Contemporary Foundations of Art & Architects,رسائل جامعية/العمارة الإسلامية/تخطيط المدن في الدول الإسلامية/الجوانب الدينية/تخطيط المدن/الجوانب الدينية/التاريخ/العمارة الإسلامية/المدن والبلدات الإسلامية/تاريخ المدن والبلدات الإسلامية/الدول الإسلامية/العلوم الحضرية والإقليمية الرئيسية/أطروحات وكتابات أكاديمية/تاريخ المدن الإسلامية/أطروحات,Cultural conflicts in urban patterns : the case of the Muslim city,Khalid Zakaria el Adli Imam,Jesus H. Hinojosa (Degree supervisor). Wolfgang G. Roeseler (Degree supervisor).Rodney C. Hill. Nabil A. Safwat. Texas A & M University (Degree granting institution),Texas A & M University,United States of America,1992,ط. 1992,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
711.4/ع .أ.ت,184,تصميم حضرى,ARCH 315,Modern & Contemporary Foundations of Art & Architects,تجديد الأحياء/الأحياء القديمة/الأحياء العشوائية,تجديد الأحياء,أحمد خالد علام, يحيى عثمان شديد. ماجد محمد المهدي,مكتبة الأنجلو المصرية,القاهرة,1997,ط.1997,977-0515272,لغة عربية,الهندسة المعمارية والتصميم,ورقي
711.4/م.هـ.ت,185,تصميم حضرى,ARCH 315,Modern & Contemporary Foundations of Art & Architects,العمارة المصرية/العمارة الحضرية - تاريخ/العمارة المصرية - تصميم - القاهرة/العمارة المصرية - صور/القاهرة - عمارة - صور,التشكيل العمرانى : القاهرة كنموذج,جاى لون باجيس,اليكس هووانج. آن مارى روميرا. كلودين دوو. آنى ريبونيه. ديديه برانس,مطابع الهيئة المصرية العامة للكتاب,القاهرة,1994,ط.1,لا يوجد,لغة عربية,الهندسة المعمارية والتصميم,ورقي
711/A.P.T,186,تصميم حضرى,ARCH 315,Modern & Contemporary Foundations of Art & Architects,"المهندسين المعماريين/المهندسين المعماريين إنجلترا/العمارة إنجلترا لندن القرن العشرين/الهندسة المعمارية إنجلترا لندن رسومات وخطط القرن العشرين/العمارة الحديثة/تخطيط المدينة/تخطيط المدن انجلترا/تخطيط المدن إنجلترا لندن/التصميم الحضري إنجلترا لندن/انجلترا/فاريل، تيري/فاريل، تيري، مساهمات في تخطيط المدن/فاريل، تيري النقد والتفسير/لندن (إنجلترا) للإنشاءات",Terry Farrell : Urban Design,Andrea Papadaki ,لا يوجد,Academy Group,Singapore,1993,ط1,1-85490-125-7,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
711/F.L.D,187,تصميم حضرى,ARCH 407,Urban Design & Landscape,الرسم/الهندسة - الرسم/التصميم الحضري/,Drawing For Urban Design,Lorraine Farrelly,لا يوجد,Laurence King Publishing,China,2011,ط 1,978-185669-718-7,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
711/S.A.S,188,تصميم حضرى,ARCH 407,Urban Design & Landscape,التحدي الحضري/عصر التحضر,South Lebanon . urban challenge in the Era of Uberation,Selected Papers,لا يوجد,Beirut Arab University,American University Of Beirut,2001,ط.1,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
711/M.S.S,189,تصميم حضرى,ARCH 407,Urban Design & Landscape,تنسيق معمارى/فرانكفورت (ألمانيا) أعمال تصويرية/ألمانيا فرانكفورت/أعمال مصورة/ألمانيا فرانكفورت التاريخ المحلي,Schönes Frankfurt = Beautiful Frankfurt = Francfort. la belle,Sabine Mannel,لا يوجد,Ellert & Richter,Hamburg,2000,ط.2000,9.78E+12,لغة المانية,الهندسة المعمارية والتصميم,ورقي
747/A.M.E,190,تصميم داخلى,ARCH 401,Interior Design,ديكور/اثاث منزل /,El-beit Catalogue 2007 - 2008,Ashraf Mohamed,yasser El-Ansary,الاهرام,Zamalek,لا يوجد,لا يوجد,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
747/D.D.H,191,تصميم داخلى,ARCH 401,Interior Design,ديكور/تصاميم داخلية/ديكور داخلي/الاثاث,How to buy Furniture,donna diploe,لا يوجد,the MACMILLAN company,United States of America,1972,ط.1,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
747/H.W.C,192,تصميم داخلى,ARCH 301,Architectural Design I,ديكور وتصاميم/ديكور منزل,The Complete Basic Book of Home Decorating,WILLIAM E. Hague,لا يوجد,Nelson Douebleday,United States of America,1976,ط.4,0-3851152-8,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
747/J.W.B,193,تصميم داخلى,ARCH 401,Interior Design,ديكور/ديكور داخلي/التصميم الداخلي والمفروشات/الديكور الداخلي/الإضاءة المعمارية والديكورية/التصميم الداخلي,The Best of Lighting design,Wanda Jankowski,لا يوجد,PBc International,New York,1987,ط.1,0-86636-017-4,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
747/N.T.L,194,تصميم داخلى,ARCH 402,Architectural Design III,ديكور/أعمال الديكور الداخلي لبريطانيا العظمى المصورة/بريطانيا العظمى/أعمال مصورة/الديكور الداخلي/الديكور الداخلي لبريطانيا العظمى الأعمال المصورة/أنماط الحياة/أنماط الحياة في بريطانيا العظمى والأعمال المصورة/الأعمال المصورة لأسلوب الحياة في بريطانيا العظمى/الكتب المصورة,Living normally : where life comes before style,Trevor Naylor, Niki Medlik (Photographer),Thames & Hudson,London,2007,ط.1,978-0-500-51350-7,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
747/T.P.A,195,تصميم داخلى,ARCH 219,Theory of Architecture I,ديكور/تصاميم داخلية/ديكور داخلي/الاثاث,Arts & Crafts Companion,Pamela Todd,لا يوجد,Thames & Hudson,Singapore,1890,ط.1890,لا يوجد,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
747/Y.S.I,196,تصميم داخلى,ARCH 403,Architectural Design IV,ديكور/اثاث منزل /,IA ( Interior Architect ) . V 14 ,Yang. So young,Jun. Hyun young,Jeong. Kwang-young / ARCHIWORLD Co. Ltd.,Korea,لا يوجد,لا يوجد,89-5770-020,لغة كورية,الهندسة المعمارية والتصميم,ورقي
747/G.A.I,197,تصميم داخلى,ARCH 402,Architectural Design III,ديكور/أعمال الديكور الداخلي لبريطانيا العظمى المصورة/بريطانيا العظمى/أعمال مصورة/الديكور الداخلي/الديكور الداخلي لبريطانيا العظمى الأعمال المصورة/أنماط الحياة/أنماط الحياة في بريطانيا العظمى والأعمال المصورة/الأعمال المصورة لأسلوب الحياة في بريطانيا العظمى/الكتب المصورة,Idea Decoracion : Soluciones Practicas Para Decorar : 5,Ana García Pascual,لا يوجد, Idea Books,Barcelona,1994,ط.1,83-87624-58-8,لغة اسبانية,الهندسة المعمارية والتصميم,ورقي
747/A.P.B,198,تصميم داخلى,ARCH 401,Interior Design,ديكور/التصميم الداخلي والمفروشات/الديكور الداخلي/الإضاءة المعمارية والديكورية/التصميم الداخلي,Beginnings of Interior Environment,Phyllis Sloan Allen,Miriam F. Stimpson,Macmillan,New York,1990,ط.6,23018119,لغة انجليزية,الهندسة المعمارية والتصميم,ورقي
747/I.R.W,199,تصميم داخلى,ARCH 401,Interior Design,ديكور/التصميم الداخلي والمفروشات/الأعمال الخشبية/كتيبات هواة الأعمال الخشبية/الديكور الداخلي/التصميم الداخلي,Wood Work .Step-by-Step,Richard Irving,لا يوجد,Collier Books,United Kingdom,1976,ط.1,20118406,لغة انجليزية,الهندسة المعمارية والتصميم,ورقي
721 /W.R.C,200,تصميم معمارى,ARCH 402,Architectural Design III,التحف/مصر/الآثار المصرية/مصر الدين/آثار مصر/مصر الدين/دِين/المعابد/معابد مصر,The Complete Temples of Ancient Egypt,Richard H. Wilkinson,لا يوجد,Thames & Hudson,London,2000,ط.2000,9780500051009/ 0500051003,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721.01/N.E.N,201,تصميم معمارى,ARCH 402,Architectural Design III,كتيبات الهندسة المعمارية والأدلة وما إلى ذلك/كتيبات البناء والأدلة وغيرها من كتيبات تخطيط البناء والأدلة وما إلى ذلك/ أدلة البناء والأدلة وما إلى ذلك /أدلة تخطيط البناء والأدلة وما إلى ذلك الكتيبات والأدلة/أسس تصميمية/الرسومات المعمارية/ الهندسة المعمارية/تصميم معمارى/عمارة - نظريات,Neufert : Architect‘ Data,Ernst Neufert, Peter Neufert. Bousmaha Baiche. Nicholas Walliman,Blackwell Science,Oxford,2000,ط.3,9780632037766/ 0632037768,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721.02/M.J.A,202,تصميم معمارى,ARCH 407,Urban Design & Landscape,العمارة - متفرقات/التصميم المعمارى - الولايات المتحدة الأمريكية/العمارة - تصميم - المساحة/متنوع,American Spaces : An Overview of what‘s New,Janelle Mcculloch,لا يوجد,Images Publishing,Australia,2007,ط.2007,9.78E+12,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721.04/J.W.U,203,تصميم معمارى,ARCH 208,Three Dimensional Studio,عمارة رقمية,Unbuilt Master Works / of the 21st Century,Will Jones,لا يوجد,Thames & Hudson,United States of America,2009,ط1,978-0-500-34254-1,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
